Brand,Title,Model Name,Model Number,Price,Rating,No_of_Ratings,No_of_Reviews,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size_cm,Resolution,Resolution Type,Display Type,Operating System,Processor Type,Processor Core,Internal Storage,Primary Camera,Primary Camera Features,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Dual Camera Lens,Network Type,Supported Networks,Internet Connectivity,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,NFC,Map Support,GPS Support,Smartphone,SIM Size,SMS,Sensors,GPS Type,Video Formats,Battery Capacity,Width,Height,Depth,Weight
Infinix,"Infinix Hot 12 (Polar Black, 64 GB)",Hot 12,X689F,9999,4.2,30165.0,2013.0,Polar Black,Smartphones,Dual Sim,No,Yes,17.32,1640 x 720 Pixels,HD+,HD+ LCD IPS Display,Android 11,Meditek Helio G37,Octa Core,64.0,50 MP + 2 MP Depth Lens + AI Lens,"AI Triple Camera: 50MP (f/1.6 Aperture) + 2MP Depth Lens + AI lens, Camera Feature: Auto Scene Detection, Portrait, Night, HDR, Portrait Night, Portrait HDR, Pet, Food, Flowers, Street, Bokeh, AI HDR, AI 3D Beauty, Document Mode, Panorama Mode, AR Shots, Full HD Video Recording, Slo-Mo Video, Timelapse",8MP Front Camera,"8MP AI Camera Setup: (f/2.0 Aperture), Camera Feature: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse",Rear: Quad LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"G-Sensor, E-Compass, Gyroscope, Proximity Sensor, Fingerprint Sensor, Ambient Light Sensor","GPS, A-GPS","H.264, H.263, MPEG-4",6000.0,77.5,171.5,9.2,181.02805722460658
Google,"Google Pixel 7a (Sea, 128 GB)",Pixel 7a,GHL1X,43999,4.0,4995.0,729.0,Sea,Smartphones,Dual Sim(Nano + eSIM),No,Yes,15.49,2400 x 1080 Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,Tensor G2,Octa Core,128.0,64MP (OIS) + 13MP,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",13MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,5G,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer, Gyrometer, Magnetometer, Barometer","GPS, AGPS, GLONASS, GALILEO, QZSS","H.264, H.263, MPEG-4",4300.0,72.9,152.0,9.0,193.5
Google,"Google Pixel 7a (Charcoal, 128 GB)",Pixel 7a,GHL1X,43999,4.0,4995.0,729.0,Charcoal,Smartphones,Dual Sim(Nano + eSIM),No,Yes,15.49,2400 x 1080 Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,Tensor G2,Octa Core,128.0,64MP (OIS) + 13MP,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",13MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,5G,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer, Gyrometer, Magnetometer, Barometer","GPS, AGPS, GLONASS, GALILEO, QZSS","HEVC, H.264",4300.0,72.9,152.0,9.0,193.5
vivo,"vivo V27 Pro 5G (Magic Blue, 256 GB)",V27 Pro 5G,PD2245|V2230,39999,4.4,7042.0,950.0,Magic Blue,Smartphones,Dual Sim,No,Yes,17.22,2400 x 1080 Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,Mediatek Dimensity 8200,Octa Core,256.0,50MP (OIS) + 8MP + 2MP,"Triple Camera Setup: 50MP Main Camera (Sony IMX766V, f/1.88 Aperture, OIS) + 8MP Wide Angle Camera (f/2.2 Aperture) + 2MP Macro Camera (f/2.4 Aperture), Camera Features: Night, Portrait, Photo, Video, Super Macro, High Resolution, Panorama, Live Photo, Slow Motion, Timelapse, Pro, AR Stickers, Vlog Movie, Documents, Double Exposure, Dual View",50MP Front Camera,"50MP Front Camera: (f/2.45 Aperture, Autofocus), Camera Feature: Night, Portrait, Photo, Video, High Resolution, Live Photo, Slow Motion, AR Stickers, Vlog Movie, Double Exposure, Dual View",Rear Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-Compass, Fingerprint Sensor, Gyroscope","GPS, BEIDOU, GLONASS, GALILEO, NAVIC",MP4,4600.0,74.8,164.1,7.4,182.0
vivo,"vivo V27 Pro 5G (Noble Black, 256 GB)",V27 Pro 5G,PD2245|V2230,42999,4.4,1235.0,134.0,Noble Black,Smartphones,Dual Sim,No,Yes,17.22,2400 x 1080 Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,Mediatek Dimensity 8200,Octa Core,256.0,50MP (OIS) + 8MP + 2MP,"Triple Camera Setup: 50MP Main Camera (Sony IMX766V, f/1.88 Aperture, OIS) + 8MP Wide Angle Camera (f/2.2 Aperture) + 2MP Macro Camera (f/2.4 Aperture), Camera Features: Night, Portrait, Photo, Video, Super Macro, High Resolution, Panorama, Live Photo, Slow Motion, Timelapse, Pro, AR Stickers, Vlog Movie, Documents, Double Exposure, Dual View",50MP Front Camera,"50MP Front Camera: (f/2.45 Aperture, Autofocus), Camera Feature: Night, Portrait, Photo, Video, High Resolution, Live Photo, Slow Motion, AR Stickers, Vlog Movie, Double Exposure, Dual View",Rear Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-Compass, Fingerprint Sensor, Gyroscope","GPS, BEIDOU, GLONASS, GALILEO, NAVIC",MP4,4600.0,74.8,164.1,7.36,182.0
APPLE,"APPLE Iphone 15 Pro (Natural Titanium, 256 GB)",Iphone 15 Pro,MTV53HN/A,144900,4.7,48.0,3.0,Natural Titanium,Smartphones,Dual Sim(Nano + eSIM),No,Yes,15.49,2556 x 1179 Pixels,Super Retina XDR Display,All Screen OLED Display,iOS 17,"A17 Pro Chip, 6 Core Processor",Hexa Core,256.0,48MP + 12MP + 12MP,"Triple Camera Setup: 48MP Main Camera (Focal Length: 24mm, f/1.78 Aperture, Second Generation Sensor Shift Optical Image Stabilisation, 100% Focus Pixels, Support for Super High Resolution Photos (24MP and 48MP)) + 12MP Ultra Wide Camera (Focal Length: 13mm, f/2.2 Aperture, FOV: 120 Degree, 100% Focus Pixels + 12MP 2x Telephoto (Enabled by Quad Pixel Sensor) (Focal Length: 48mm, f/1.78 Aperture, Second Generation Sensor Shift Optical Image Stabilisation, 100% Focus Pixels) + 12MP 3x Telephoto (Focal Length: 77mm, f/2.8 Aperture, Optical Image Stabilisation, 3x Optical Zoom In, 2x Optical Zoom Out, 6x Optical Zoom Range, Camera Feature: Customisable Default Lens (Main), Sapphire Crystal Lens Cover, Adaptive True Tone Flash, Photonic Engine, Deep Fusion, Smart HDR 5, Next Generation Portraits with Focus and Depth Control, Portrait Lighting with Six Effects, Night Mode, Night Mode Portraits Enabled by LiDAR Scanner, Panorama (Upto 63MP), Photographic Styles, Macro Photography, Apple ProRAW",12MP Front Camera,"12MP TrueDepth Camera: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Photonic Engine, Deep Fusion, Smart HDR 5, Next Generation Portraits with Focus and Depth Control, Portrait Lighting with Six Effects, Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, 4K Video Recording at 24 fps, 25 fps, 30 fps or 60 fps, 1080p HD Video Recording at 25 fps, 30 fps or 60 fps, Cinematic Mode Upto 4K HDR at 30 fps, HDR Video Recording with Dolby Vision Upto 4K at 60 fps, ProRes Video Recording Upto 4K at 60 fps with External Recording, Log Video Recording, Academy Color Encoding System, Slo Mo Video Support for 1080p at 120 fps, Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear: True Tone Flash | Front: Retina Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.3,Yes,Wi-Fi 6E (802.11ax),Yes,Yes,Google Maps,Yes,Yes,Nano Sim + eSIM,Yes,"Face ID, LiDAR Scanner, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, GLONASS, GALILEO, QZSS, BEIDOU, NAVIC, Digital Compass, iBeacon Micro Location","HEVC, H.264, ProRes",4600.0,70.6,146.6,8.25,187.0
itel,itel IT5626,IT5626,it5626,1770,4.0,1951.0,184.0,Black,Feature Phones,Triple Sim,No,No,7.11,320 x 240 Pixels,QVGA,QVGA Display,Android 12,SC6531C,Octa Core,0.0078125,0.3MP Rear Camera,VGA,16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",No,No,Yes,Yes,Primary Camera,2G,GSM,GPRS,Yes,v2.1,No,Supports 2.4 GHz and 5 GHz Dual Band,No,No,Google Maps,Yes,No,2 x Mini SIM + 1 x Micro SIM,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","HEVC, H.264",2500.0,57.8,139.5,14.5,153.4
SAMSUNG,"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)",Galaxy A14 5G,SM-A146BDRDINS,15999,4.1,25994.913963328632,1770.4767277856135,Dark Red,Smartphones,Dual Sim,Yes,Yes,16.76,2408 x 1080 Pixels,HD+,LCD,Android 13,SEC S5E8535 (Exynos 1330),Octa Core,64.0,50MP + 2MP,50MP Clear View Camera,13MP Front Camera,"13 MP Camera Setup: Camera Features: Beauty Mode, Blur, Live Bokeh, AR Zone, Portrait, Pro, Pro Video, Scene Optimizer",Yes,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,802.11,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Light Sensor, Proximity Sensor","GPS, AGPS, GLONASS, GALILEO, QZSS","MP4, M4V, 3GP",5000.0,78.0,167.7,9.1,202.0
Infinix,"Infinix Hot 12 (Exploratory Blue, 64 GB)",Hot 12,X689F,9999,4.2,30165.0,2013.0,Exploratory Blue,Smartphones,Dual Sim,No,Yes,17.32,1640 x 720 Pixels,HD+,HD+ LCD IPS Display,Android 11,Meditek Helio G37,Octa Core,64.0,50 MP + 2 MP Depth Lens + AI Lens,"AI Triple Camera: 50MP (f/1.6 Aperture) + 2MP Depth Lens + AI lens, Camera Feature: Auto Scene Detection, Portrait, Night, HDR, Portrait Night, Portrait HDR, Pet, Food, Flowers, Street, Bokeh, AI HDR, AI 3D Beauty, Document Mode, Panorama Mode, AR Shots, Full HD Video Recording, Slo-Mo Video, Timelapse",8MP Front Camera,"8MP AI Camera Setup: (f/2.0 Aperture), Camera Feature: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse",Rear: Quad LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"G-Sensor, E-Compass, Gyroscope, Proximity Sensor, Fingerprint Sensor, Ambient Light Sensor","GPS, A-GPS","H.264, H.263, MPEG-4",6000.0,77.5,171.5,9.2,181.02805722460658
realme,"realme GT 2 Pro (Steel Black, 256 GB)",GT 2 Pro,RMX3301,37999,4.4,704.0,109.0,Steel Black,Smartphones,Dual Sim,No,Yes,17.02,3216 x 1440 Pixels,Quad HD,Quad HD Display,Android 12,Qualcomm Snapdragon 8 Gen 1 Mobile Platform,Octa Core,256.0,50MP + 50MP + 2MP,"Triple Camera Setup: 50MP Primary Camera (Sony IMX766, f/1.8 Aperture, FOV: 84.4 Degree, 23.6mm Focal Length, 6P Lens, 1/1.56 inch Sensor Size, 1.0um Pixel Size, PDAF) + 50MP Wide Angle Camera (Samsung S5KJN1, f/2.2 Aperture, FOV: 150 Degree, 15mm Focal Length, 6P Lens, 1/2.76 inch Sensor Size, 0.64um Pixel Size, Fixed Focus) + 2MP Microscope Camera (Galaxycore GC02M1, f/3.3 Aperture, FOV: 65 Degree, 20.1mm Focal Length, 3P Lens, 1/5 inch Sensor Size, 1.75um Pixel Size, 5.5mm Fixed Focus), CMOS, Camera Feature: Photo, Video, Street, Portrait, Night Mode, 50M, Pro, Panorama, Movie, Time-Lapse, Slow Motion, Dual-View Video, Super Text, Starry Mode, Microscope, 150 Degree, Tilt Shift, 3D Photo, Video Feature: Movie, Slow Motion, Time-Lapse ,Dual-View Video, AI video, Starry Motion, 20 Continous Shot, OIS + EIS Video Stabilization",32MP Front Camera,"32MP Camera Setup: (Sony IMX615, f/2.4 Aperture, FOV: 80.6 Degree, 1/2.74 inch Sensor Size, 0.8um Pixel Size, 5P Lens, Fixed Focus), Camera Feature: Photo, Video, Panorama, Portrait, Night Mode, Time-Lapse, Dual-View Video, EIS Video Stabilization",Rear: Double Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.2,Yes,"IEEE 802.11 a/b/g/n/ac/ax (WiFi 4, WiFi 5, WiFi 6) (2.4 GHz | 5 GHz (support 160M))",Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyro-meter, Acceleration Sensor, Hall Sensor, Front/Rear Color Temperature Sensor, Fingerprint Sensor","GPS, AGPS, GLONASS, GALILEO, QZSS","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,74.7,163.2,8.18,199.0
LAVA,LAVA A5,A5,LF5000_A5,1436,4.1,13547.0,1249.0,Blue+silver S,Feature Phones,Dual Sim,No,No,6.1,240 x 320,QVGA,Full HD+ AMOLED Display,Android 12,"A15 Bionic Chip, 6 Core Processor",Octa Core,0.0234375,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS",MP4/3GP,1000.0,51.0,123.0,12.85,181.02805722460658
realme,"realme C30 (Denim Black, 32 GB)",C30,RMX3581,5999,4.2,108742.0,5733.0,Denim Black,Smartphones,Dual Sim,No,Yes,16.51,1600 x 720 Pixel,HD+,HD+ LCD Display,Android 11,Unisoc T612,Octa Core,32.0,8MP Rear Camera,"8MP Camera Setup: (SmartSens SC800CS, f/2.0 Aperture, FOV: 77.3 Degree, Focal Length: 26.05 mm, 4P Lens, CMOS Sensor, 1/4 inch Sensor Size, 1.12um Pixel Size, Autofocus), Camera Feature: Beauty, Filter, HDR, Panoramic View, Portrait, Timelapse, Expert, Super Night, 20 Continous Shots",5MP Front Camera,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, CMOS Sensor, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, filter, HDR","Rear: Single Flash, Front: Selfie Screen Flash",Yes,Yes,Yes,Primary Camera,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, EDGE, Wi-Fi",Yes,v5.0,Yes,802.11 b/g/n (2.4 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Light Sensor, Proximity Sensor, Acceleration Sensor","GPS, GALILEO, GLONASS","F4V, TS, MP4, MKV, AVI, FLV, 3GP, MOV, WEBM",5000.0,75.6,164.1,8.5,182.0
Micromax,Micromax X702,X702,X702,1121,3.6,483.0,27.0,Blue,Feature Phones,Dual Sim,No,No,6.1,240 x 320$$pixel,Full HD+,Full HD+ AMOLED Display,Android 12,"A15 Bionic Chip, 6 Core Processor",Single Core,0.03125,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Light Sensor, Proximity Sensor, Acceleration Sensor","GPS, GALILEO, GLONASS","F4V, TS, MP4, MKV, AVI, FLV, 3GP, MOV, WEBM",1000.0,75.6,164.1,8.5,182.0
Google,"Google Pixel 7a (Coral, 128 GB)",Pixel 7a,GHL1X,43999,4.0,4995.0,729.0,Coral,Smartphones,Dual Sim(Nano + eSIM),No,Yes,15.49,2400 x 1080 Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,Tensor G2,Octa Core,128.0,64MP (OIS) + 13MP,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",13MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,5G,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer, Gyrometer, Magnetometer, Barometer","GPS, AGPS, GLONASS, GALILEO, QZSS","F4V, TS, MP4, MKV, AVI, FLV, 3GP, MOV, WEBM",4300.0,72.9,152.0,9.0,193.5
