Brand,Title,Model Name,Model Number,Price,Rating,No_of_Ratings,No_of_Reviews,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size_cm,Resolution,Resolution Type,Display Type,Operating System,Processor Type,Processor Core,Internal Storage,Primary Camera,Primary Camera Features,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Dual Camera Lens,Network Type,Supported Networks,Internet Connectivity,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,NFC,Map Support,GPS Support,Smartphone,SIM Size,SMS,Sensors,GPS Type,Video Formats,Battery Capacity,Width,Height,Depth,Weight
POCO,"POCO C55 (Cool Blue, 128 GB)",C55,MZB0DDTIN,8499,4.1,49552.0,2942.0,Cool Blue,Smartphones,Dual Sim,No,Yes,17.04,1650 x 720 Pixels,HD+,Full HD+ AMOLED Display,Android 12,Mediatek Helio G85,Octa Core,128.0,50MP Dual Rear Camera,"AI Dual Camera Setup: 50MP (f/1.8 Aperture, 1.28um (4-in-1 Super Pixel)), Camera Features: Photo Mode, 50MP Mode, Timelapse, Night Mode, Portrait Mode, Document Mode, Movie Frame, Voice Shutter, Tilt Shift, Timed Burst",5MP Front Camera,"5MP Front Camera: Camera Features: Portrait Mode, HDR, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse",Rear Flash,Yes,Yes,Yes,Primary Camera,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Accelerometer, Rear Fingerprint Sensor, Light Sensor (Software Solution), Proximity Sensor (Software Solution)","GPS, AGPS, GLONASS, GALILEO, QZSS","HEVC, H.264",5000.0,76.41,168.76,8.77,192.0
Infinix,"Infinix SMART 7 (Night Black, 64 GB)",SMART 7,X6517,7499,4.3,76309.0,3767.0,Night Black,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,Unisoc Spreadtrum SC9863A1,Octa Core,64.0,13MP + AI Lens,"AI Dual Camera: 13MP + AI Lens, Camera Features: Portrait, HDR, AI 3D Beauty, Panorama, Video Features: HD Video Recording",5MP Front Camera,"5MP Front Camera: Camera Features: AI Portrait, Face Beauty, Wideselfie, Video Features: HD Video Recording",Rear: Dual LED Flash | Front: LED Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v4.2,Yes,IEEE 802.11 b/g/n,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",AGPS,"3GP, MP4, AVI",6000.0,75.63,164.2,9.37,207.0
MOTOROLA,"MOTOROLA g13 (Lavender Blue, 128 GB)",g13,PAWV0028IN,9999,4.0,47770.0,4324.0,Lavender Blue,Smartphones,Dual Sim,No,Yes,16.51,1600 x 720 Pixels,HD+,HD+ IPS LCD Display,Android 13,Helio G85,Octa Core,128.0,50MP + 2MP + 2MP,"Triple Camera Setup: 50MP Main Camera (f/1.8 Aperture, 0.64um Pixel Size, Quad Pixel Technology, PDAF) + 2MP Macro Camera (f/2.4 Aperture) + 2MP Depth Sensor (f/2.4 Aperture), Camera Features: Dual Capture, Spot Color, Night Vision, Portrait, Cutout, Live Filter, Panorama, AR Stickers, Pro Mode (W/ Long Exposure), Smart Composition, Shot Optimization, Auto Smile Capture, Google Lens Integration, RAW Photo Output, HDR, Timer, Active Photos, Burst Shot, Assistive Grid, Leveler, Watermark, Barcode Scan, Video Feature: Simultaneous Capture, Spot Color, AR Stickers, Timelapse (W/ Hyperlapse), Macro, Slow Motion, Video Stabilization, Video Snapshot",8MP Front Camera,"8MP Front Camera Setup: (f/2.0 Aperture, 1.12um Pixel Size), Camera Feature: Dual Capture, Spot Color, Night Vision, Portrait, Live Filter, Group Selfie, Pro Mode (W/ Long Exposure), Low Light AI Selfie, Shot Optimization, Auto Smile Capture, Gesture Capture, Selfie Animation, Face Beauty, RAW Photo Output, HDR, Timer, Best Shot, Active Photos, Assistive Grid, Leveler, Watermark, Video Features: Dual Capture, Spot Color, Timelapse (W/ Hyperlapse), Video Stabilization, Face Beauty, Video Snapshot",Rear Camera: Single LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, Wi-Fi",Yes,v4.2,Yes,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer","GPS, A-GPS, LTEPP, SUPL, GLONASS, GALILEO","HEVC, H.264",5000.0,74.66,162.7,8.19,182.0
APPLE,"APPLE iPhone 13 (Midnight, 128 GB)",iPhone 13,MLPF3HN/A,52499,4.7,259109.0,12745.0,Midnight,Smartphones,Dual Sim,No,Yes,15.49,2532 x 1170 Pixels,Super Retina XDR Display,Super Retina XDR Display,iOS 15,A15 Bionic Chip,Hexa Core,128.0,12MP + 12MP,"Dual 12MP Camera System (Wide and Ultra Wide), Wide: f/1.6 Aperture, Ultra Wide: f/2.4 Aperture, 120 Degree FOV, 2x Optical Zoom out, Digital Zoom up to 5x, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High‑Key Mono), Sensor-shift Optical Image Stabilisation (Wide), Seven‑element Lens (Wide), Five‑element Lens (Ultra Wide), Panorama (up to 63MP), Sapphire Crystal Lens Cover, 100% Focus Pixels (Wide), Night Mode
Deep Fusion, Smart HDR 4, Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red‑eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG, Video Recording: Sensor-shift OIS for Video (Wide), Audio Zoom, QuickTake Video, Time‑lapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), Continuous AF Video, Playback Zoom, Stereo Recording",12MP Front Camera,"12MP TrueDepth Camera, f/2.2 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High‑Key Mono), Animoji and Memoji, Night Mode, Deep Fusion, Smart HDR 4, Photographic Styles, Cinematic Mode for Recording Videos with Shallow Depth of Field (1080p at 30 fps), HDR Video Recording with Dolby Vision up to 4K at 60 fps, Time‑lapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), QuickTake Video, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode",Rear: True Tone Flash with Slow Sync | Front: Retina Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Wi-Fi 6 (802.11ax) with 2x2 MIMO,Yes,Yes,Maps,Yes,Yes,Nano + eSIM,Yes,"Face ID, Barometer, Three‑axis Gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor","Built-in GPS, GLONASS, Galileo, QZSS and BeiDou","HEVC, H.264, MPEG‑4 Part 2 and Motion JPEG, HDR with Dolby Vision, HDR10 and HLG",3240.0,71.5,146.7,7.65,173.0
Infinix,"Infinix HOT 30i (Marigold, 64 GB)",HOT 30i,X669C,8399,4.2,17853.0,1033.0,Marigold,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,G37,Octa Core,64.0,50MP + AI Lens,"AI Dual Camera: 50MP (f/1.8 Aperture) + AI Lens, Camera Features: Portrait, AI HDR, Beauty, Panorama, Document, Video Features: Slo-Mo Video, Timelapse, AR Shot, Video Recording, Filters",5MP Front Camera,"5MP AI Camera: Camera Features: Portrait, Face Beauty, WideSelfie, Portrait, AR",Rear: Dual LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n/ac,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, G-Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",A-GPS,"3GP, MP4, AVI",5000.0,75.75,164.0,8.65,191.0
Infinix,"Infinix HOT 30i (Glacier Blue, 64 GB)",HOT 30i,X669C,8399,4.2,17853.0,1033.0,Glacier Blue,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,G37,Octa Core,64.0,50MP + AI Lens,"AI Dual Camera: 50MP (f/1.8 Aperture) + AI Lens, Camera Features: Portrait, AI HDR, Beauty, Panorama, Document, Video Features: Slo-Mo Video, Timelapse, AR Shot, Video Recording, Filters",5MP Front Camera,"5MP AI Camera: Camera Features: Portrait, Face Beauty, WideSelfie, Portrait, AR",Rear: Dual LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n/ac,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, G-Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",A-GPS,"3GP, MP4, AVI",5000.0,75.75,164.0,8.4,191.0
MOTOROLA,"MOTOROLA g73 5G (Lucent White, 128 GB)",g73 5G,PAUX0024IN,18999,4.0,30427.0,3631.0,Lucent White,Smartphones,Dual Sim,Yes,Yes,16.51,2400 x 1080 Pixels,Full HD+,Full HD+ LCD Display,Android 13,Mediatek Dimensity 930,Octa Core,128.0,50MP + 8MP,"Dual Camera Setup: 50MP Main Camera (f/1.8 Aperture, 1.0um/2.0um Ultra Pixel Sensor, PDAF) + 8MP Ultrawide Angle Camera (f/2.2 Aperture, 1.12um Pixel Size, FOV: 118 Degree, Autofocus), Camera Feature: Ultra-Res, Dual Capture, Spot Color, Night Vision, Macro Vision, Portrait, Live Filter, Panorama, AR Stickers, Pro Mode (W/ Long Exposure), Smart Composition, Auto Smile Capture, Google Lens Integration, Active Photos, Timer, High-Res Digital Zoom, RAW Photo Output, HDR, Burst Shot, Assistive Grid, Leveler, Watermark, Barcode Scanner, Quick Capture, Tap Anywhere to Capture, Video Feature: Dual Capture, Spot Color, Timelapse (W/ Hyperlapse), Macro, Slow Motion, Video Stabilization, Video Snapshot, Efficient Videos",16MP Front Camera,"16MP Front Sensor Camera: (f/2.4 Aperture, 1.0um/2.0um Ultra Pixel), Camera Feature: Timer, Selfie Animation, RAW Photo Output, HDR, Assistive Grid, Leveler, Selfie Photo Mirror, Watermark, Burst Shot, Tap Anywhere to Capture, Video Feature: Dual Capture, Spot Color, Timelapse (W/ Hyperlapse), Face Beauty, Video Snapshot, Efficient Videos",Rear: Single LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G, 5G","4G LTE, 5G, GSM, WCDMA","5G, 4G, 3G, Wi-Fi",Yes,v5.3,Yes,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Fingerprint Reader, Proximity Sensor, Accelerometer, Ambient Light Sensor, SAR Sensor, Sensor Hub, E-Compass","GPS, A-GPS, LTEPP, SUPL, GLONASS, GALILEO","HEVC, H.264",5000.0,73.84,161.42,8.29,181.0
Infinix,"Infinix HOT 30i (Mirror Black, 128 GB)",HOT 30i,X669C,9499,4.2,82369.0,4916.0,Mirror Black,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,G37,Octa Core,128.0,50MP + AI Lens,"AI Dual Camera: 50MP (f/1.6 Aperture) + AI Lens, Camera Features: Portrait, AI HDR, Beauty, Panorama, Document, Video Features: Slo-Mo Video, Timelapse, AR Shot, Video Recording, Filters",5MP Front Camera,"5MP AI Camera: Camera Features: Portrait, Face Beauty, WideSelfie, Portrait, AR, Timelapse",Rear: Dual LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n/ac,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, G-Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",A-GPS,"3GP, MP4, AVI",5000.0,75.75,164.0,8.4,191.0
Infinix,"Infinix HOT 30i (Diamond White, 64 GB)",HOT 30i,X669C,8399,4.2,17853.0,1033.0,Diamond White,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,G37,Octa Core,64.0,50MP + AI Lens,"AI Dual Camera: 50MP (f/1.8 Aperture) + AI Lens, Camera Features: Portrait, AI HDR, Beauty, Panorama, Document, Video Features: Slo-Mo Video, Timelapse, AR Shot, Video Recording, Filters",5MP Front Camera,"5MP AI Camera: Camera Features: Portrait, Face Beauty, WideSelfie, Portrait, AR",Rear: Dual LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n/ac,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, G-Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",A-GPS,"3GP, MP4, AVI",5000.0,75.75,164.0,8.4,191.0
Infinix,"Infinix HOT 30i (Glacier Blue, 128 GB)",HOT 30i,X669C,9499,4.2,82369.0,4916.0,Glacier Blue,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,G37,Octa Core,128.0,50MP + AI Lens,"AI Dual Camera: 50MP (f/1.6 Aperture) + AI Lens, Camera Features: Portrait, AI HDR, Beauty, Panorama, Document, Video Features: Slo-Mo Video, Timelapse, AR Shot, Video Recording, Filters",5MP Front Camera,"5MP AI Camera: Camera Features: Portrait, Face Beauty, WideSelfie, Portrait, AR, Timelapse",Rear: Dual LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n/ac,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, G-Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",A-GPS,"3GP, MP4, AVI",5000.0,75.75,164.0,8.4,191.0
APPLE,"APPLE iPhone 13 (Blue, 128 GB)",iPhone 13,MLPK3HN/A,52499,4.7,259109.0,12745.0,Blue,Smartphones,Dual Sim,No,Yes,15.49,2532 x 1170 Pixels,Super Retina XDR Display,Super Retina XDR,iOS 15,A15 Bionic Chip,Hexa Core,128.0,12MP + 12MP,"Dual 12MP Camera System (Wide and Ultra Wide), Wide: f/1.6 Aperture, Ultra Wide: f/2.4 Aperture, 120 Degree FOV, 2x Optical Zoom out, Digital Zoom up to 5x, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High‑Key Mono), Sensor-shift Optical Image Stabilisation (Wide), Seven‑element Lens (Wide), Five‑element Lens (Ultra Wide), Panorama (up to 63MP), Sapphire Crystal Lens Cover, 100% Focus Pixels (Wide), Night Mode
Deep Fusion, Smart HDR 4, Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red‑eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG, Video Recording: Sensor-shift OIS for Video (Wide), Audio Zoom, QuickTake Video, Time‑lapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), Continuous AF Video, Playback Zoom, Stereo Recording",12MP Front Camera,"12MP TrueDepth Camera, f/2.2 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High‑Key Mono), Animoji and Memoji, Night Mode, Deep Fusion, Smart HDR 4, Photographic Styles, Cinematic Mode for Recording Videos with Shallow Depth of Field (1080p at 30 fps), HDR Video Recording with Dolby Vision up to 4K at 60 fps, Time‑lapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), QuickTake Video, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode",Rear: True Tone Flash with Slow Sync | Front: Retina Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Wi-Fi 6 (802.11ax) with 2x2 MIMO,Yes,Yes,Maps,Yes,Yes,Nano + eSIM,Yes,"Face ID, Barometer, Three‑axis Gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor","Built-in GPS, GLONASS, Galileo, QZSS and BeiDou","HEVC, H.264, MPEG‑4 Part 2 and Motion JPEG, HDR with Dolby Vision, HDR10 and HLG",3240.0,71.5,146.7,7.65,173.0
Infinix,"Infinix HOT 30i (Marigold, 128 GB)",HOT 30i,X669C,9499,4.2,82369.0,4916.0,Marigold,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,G37,Octa Core,128.0,50MP + AI Lens,"AI Dual Camera: 50MP (f/1.6 Aperture) + AI Lens, Camera Features: Portrait, AI HDR, Beauty, Panorama, Document, Video Features: Slo-Mo Video, Timelapse, AR Shot, Video Recording, Filters",5MP Front Camera,"5MP AI Camera: Camera Features: Portrait, Face Beauty, WideSelfie, Portrait, AR, Timelapse",Rear: Dual LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n/ac,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, G-Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",A-GPS,"3GP, MP4, AVI",5000.0,75.75,164.0,8.65,191.0
realme,"realme C53 (Champion Gold, 64 GB)",C53,RMX3762,10999,4.4,28652.0,1433.0,Champion Gold,Smartphones,Dual Sim,No,Yes,17.12,1600 x 720 Pixel,HD,HD LCD Display,Android 13,T612,Octa Core,64.0,108MP + 2MP,"Dual Camera Setup: 108MP Primary Camera (S5KHM6SX3, f/1.75 Aperture, 1/1.67 inch Sensor Size, 0.64um Pixel Size, FOV: 83.63 Degree, 6P Lens, Focal Length: 23.6 mm, PDAF) + 2MP Portrait Camera (SC202CS, f/2.4 Aperture, 1/5.1 inch Sensor Size, 1.75um Pixel Size, FOV: 88.7 Degree, 3P Lens, Focal Length: 21.9 mm, Fixed Focus), CMOS, 20 Continuous Shoots, Camera Feature: 108MP Mode, Video, Night Mode, Panoramic View, Expert, Timelapse, Portrait Mode, HDR, AI Scene Recognition, Filter, Slow Motion, Bokeh Effect Control, Video Feature: Slow Motion",8MP Front Camera,"8MP Front Camera Setup: (OV8856, f/2.0 Aperture, FOV: 78.2 Degree, 1/4 inch Sensor Size, 1.12um Pixel Size, 4P Lens, Fixed Focus, CMOS, Camera Features: Video, Portrait Mode, Beauty Mode, HDR, Face Recognition, Filter, Bokeh Effect Control",Rear: Single Flash | Front: Screen Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,"IEEE 802.11 a/b/g/n/ac (WiFi 4, WiFi 5) (2.4 GHz | 5 GHz)",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyro Meter, Acceleration Sensor","GPS, AGPS, GALILEO, GLONASS","H.264, MPEG4, DIVX/XVID, H.263, SORENSEN SPARK, VP8, VP9, H.265, AV1",5000.0,76.67,167.16,7.99,186.0
vivo,"vivo V29e 5G (Artistic Blue, 128 GB)",V29e 5G,V2303,26999,4.4,4315.0,527.0,Artistic Blue,Smartphones,Dual Sim,Yes,Yes,17.22,2400 x 1080 Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,Snapdragon 695,Octa Core,128.0,64MP + 8MP,"Dual Camera Setup: 64MP Main Camera (f/1.79 Aperture, OIS) + 8MP Wide Angle Camera (f/2.2 Aperture), Features: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Pano, Live Photo, Slo-Mo, Timelapse, Pro, Documents, Double Exposure, Dual View, Supermoon, Style, Filter, Light Effect",50MP Front Camera,"50MP Front camera: (f/2.45 Aperture, Auto Focus), Features: Night, Portrait, Photo, Video, Micro Movie, Live Photo, Double Exposure, High Resolution",Rear Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G, 5G","4G LTE, 5G, GSM, WCDMA","5G, 4G, 3G, Wi-Fi",Yes,v5.1,Yes,"Support 2.4 GHz, 5 GHz",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-Compass, In-Display Fingerprint Sensor, Gyroscope","GPS, BEIDOU, GALILEO, GLONASS, QZSS, NAVIC","MP4, 3GP, AVI, FLV, MKV, WEBM, TS, ASF",5000.0,74.92,164.42,7.57,180.5
Infinix,"Infinix HOT 30i (Diamond White, 128 GB)",HOT 30i,X669C,9499,4.2,82369.0,4916.0,Diamond White,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,G37,Octa Core,128.0,50MP + AI Lens,"AI Dual Camera: 50MP (f/1.6 Aperture) + AI Lens, Camera Features: Portrait, AI HDR, Beauty, Panorama, Document, Video Features: Slo-Mo Video, Timelapse, AR Shot, Video Recording, Filters",5MP Front Camera,"5MP AI Camera: Camera Features: Portrait, Face Beauty, WideSelfie, Portrait, AR, Timelapse",Rear: Dual LED Flash | Front: Dual LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n/ac,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, G-Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",A-GPS,"3GP, MP4, AVI",5000.0,75.75,164.0,8.4,191.0
realme,"realme 11 Pro+ 5G (Oasis Green, 256 GB)",11 Pro+ 5G,RMX3741,29999,4.3,9145.0,986.0,Oasis Green,Smartphones,Dual Sim,Yes,Yes,17.02,2412 x 1080 Pixels,Full HD+,Full HD+ OLED Display,Android 13,Dimensity 7050,Octa Core,256.0,200MP (OIS) + 8MP + 2MP,"Triple Camera Setup: 200MP Primary Camera (Samsung S5KHP3, f/1.69 Aperture, 1/1.4 inch Sensor Size, 0.56um Pixel Size, FOV: 85 Degree, 7P Lens, Equivalent Focal Length: 22.9 mm, Effective Focal Length: 6.06 mm, Support AF, Close Loop VCM, Support OIS) + 8MP Wide Camera (Sony IMX355, f/2.2 Aperture, 1/4 inch Sensor Size, 1.12um Pixel Size, FOV: 112 Degree, 5P Lens, Equivalent Focal Length: 15.9 mm, Effective Focal Length: 1.68 mm, Fixed Focus) + 2MP Macro Camera (Galaxycore GC02M1, f/2.4 Aperture, 1/5 inch Sensor Size, 1.75um Pixel Size, FOV: 88.8 Degree, 3P Lens, Equivalent Focal Length: 21.9 mm, Effective Focal Length: 1.77 mm, 4cm Fixed Focus), Two Axis EIS, CMOS, Camera Feature: Photo, Video, Night, Street, Pro, Pano, Portrait, Timelapse, Slow-Mo, Text Scanner, Hi-Res, Starry Mode, Tilt Shift, Macro, Movie, Dual View Video, Group Portrait, Long Exposure, Supports 20 Burst Photos, Supports Fill Light for Video Shooting",32MP Front Camera,"32MP Front Camera Setup: (Sony IMX615, f/2.5 Aperture, FOV: 90 Degree, 5P Lens, 1/2.74 inch Sensor Size, 0.8um Pixel Size, Equivalent Focal Length: 21.3 mm, Effective Focal Length: 3.23 mm), Two Axis EIS, CMOS, Camera Feature: Photo, Video, Pano, Portrait, Night, Timelapse, Dual Video Video, Face Beauty, Fill Light",Rear: Single Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.2,Yes,"802.11 a/b/g/n (2.4 GHz | 5.1 GHz | 5.8 GHz), Wi-Fi 6 (802.11 ax), Wi-Fi 5 (802.11 ac)",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Geomagnetic Sensor, Proximity Sensor, Light Sensor, Acceleration Sensor, Gyroscope, Support Meter Function","GPS, GLONASS, GALILEO, QZSS, NAVIC","MPEG2, H.263, MPEG4, H.264, H.265, VP8, VP9, VC1, TS, MPG, WEBM",5000.0,73.9,161.6,8.2,189.0
